dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted proxyObsType,remainder(variableName),proxyObservationType,final proxyValue,proxyValue from,units,interpretation/variable,interpretation/variableDetail
FanLake.Foster.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB7579d829,measured,midpointDepth,Depth,midpoint,NA,Depth,2,cm,NA,NA
FanLake.Foster.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB9e076f55,measured,thickness,Thickness,NA,NA,Thickness,2,cm,NA,NA
FanLake.Foster.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB5985647b,measured,14Cuncertainty,NA,NA,NA,14Cuncertainty,3,year 14C,NA,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBe18c54c0,measured,depth_top,depth top,NA,NA,depth top,2,cm,NA,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBa42209ec,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
AwengCo.Li.2017.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB903a027e,measured,1SD,NA,NA,NA,1SD,3,yr,NA,NA
TanaLake.Loomis.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB68aca4b9,measured,d13C,d13C,NA,NA,d13C,2,per mil,NA,NA
KinderlinskayaCave.Baker.2017.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB5c4c9a71,measured,238U,238U,NA,NA,238U,2,ng/g,NA,NA
KinderlinskayaCave.Baker.2017.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB46fa1e2c,measured,238U_error,NA,NA,NA,238U_error,3,ng/g,NA,NA
KinderlinskayaCave.Baker.2017.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB2a14544b,measured,232Th,232Th,NA,NA,232Th,2,pg/g,NA,NA
GeoB33131.Lamy.2002.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEB5198aa62,measured,depth top,depth top,NA,NA,depth top,2,cm,NA,NA
GeoB33131.Lamy.2002.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEB20257298,measured,depth bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
TN057-17.Nielsen.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEBf901efb3,measured,SD,NA,NA,NA,SD,3,yr,NA,NA
TN057-17.Nielsen.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEB93e1515b,measured,reservoir,NA,NA,NA,reservoir,3,yr,NA,NA
TN057-17.Nielsen.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,R2DNz7WnKCV,measured,age_type,NA,NA,NA,age_type,3,unitless,NA,NA
JPC67.Bertrand.2017.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEB925a21db,measured,13C,NA,NA,NA,13C,3,permit,NA,NA
Mackenzie.Woltering.2014.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBbf62c58f,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
RC12-10.Poore.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEB880aec73,measured,SD,NA,NA,NA,SD,3,yr,NA,NA
RC12-10.Poore.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,WEB258e6996,measured,age_corrected,NA,NA,NA,age_corrected,3,yr BP,NA,NA
RC12-10.Poore.2003.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RAcJWmZ0SDZ,measured,age_type,NA,NA,NA,age_type,3,unitless,NA,NA
JinchueanBog.Yu.2013.lpd,Temp12k1_0_1,Peat,Peat,WEB501fffa2,measured,depth_top,depth top,NA,NA,depth top,2,cm,NA,NA
JinchueanBog.Yu.2013.lpd,Temp12k1_0_1,Peat,Peat,WEB427c25eb,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
PolevaCave.Constantin.2007.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEBfe64a33d,measured,depth_top,depth top,NA,NA,depth top,2,cm,NA,NA
PolevaCave.Constantin.2007.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEBccb01568,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
PolevaCave.Constantin.2007.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB43376eab,measured,U,NA,NA,NA,U,3,ppm,NA,NA
PolevaCave.Constantin.2007.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB131a10b4,measured,U_error,NA,NA,NA,U_error,3,ppm,NA,NA
PolevaCave.Constantin.2007.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB9e8b5067,measured,age_type,NA,NA,NA,age_type,3,unitless,NA,NA
HAP0212.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPD96499b34,measured,SD,NA,NA,NA,SD,3,yr,NA,NA
HAP0212.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPD046a9bee,measured,mass carbon,NA,NA,NA,mass carbon,3,mg,NA,NA
HAP0212.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB00a0668c,measured,age_type,NA,NA,NA,age_type,3,NA,NA,NA
WhitePond.Krause.2019.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RtXNdWwt44B,measured,age_type,NA,NA,NA,age_type,3,unitless,NA,NA
HjortSo.Wagner.2008.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBf5bdef66,measured,depth_top,depth top,NA,NA,depth top,2,cm,NA,NA
HjortSo.Wagner.2008.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBde5b42de,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
HjortSo.Wagner.2008.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBbb16f2f4,measured,age_type,NA,NA,NA,age_type,3,NA,NA,NA
LagoDellAccesa.Finsinger.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPDa78525a8,measured,depth (top),NA,NA,NA,depth (top),3,cm,NA,NA
LagoDellAccesa.Finsinger.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPD9b28b5da,measured,depth (bottom),NA,NA,NA,depth (bottom),3,cm,NA,NA
SaharaSandWetland.Rao.2019.lpd,Temp12k1_0_1,Peat,Peat,WEB59b23305,measured,SD,NA,NA,NA,SD,3,yr,NA,NA
BrayaSo.vonGunten.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBeb5d9d05,measured,1SD,NA,NA,NA,1SD,3,yr,NA,NA
BrayaSo.vonGunten.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBf9ea42f9,measured,materialDated,NA,NA,NA,materialDated,3,unitless,NA,NA
HeshangCave.Wang.2018.lpd,Temp12k1_0_1,Speleothem,Speleothem,RoXzETjKyTV,measured,age_type,NA,NA,NA,age_type,3,NA,NA,NA
Victoria.Berke.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB58d3e591,measured,depth_range in core,NA,NA,NA,depth_range in core,3,cm,NA,NA
Victoria.Berke.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB7bdb2b28,measured,depth_blf,NA,NA,NA,depth_blf,3,cm,NA,NA
VuolepNjakajaure.Heinrichs.2006.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB5fa283fb,measured,1SD,NA,NA,NA,1SD,3,yr,NA,NA
Yanou.Foster.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBdb3a640b,measured,midpointDepth,Depth,midpoint,NA,Depth,2,cm,NA,NA
Yanou.Foster.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB7bfc2aec,measured,thickness,Thickness,NA,NA,Thickness,2,cm,NA,NA
Yanou.Foster.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB53d2d10a,measured,14Cuncertainty,NA,NA,NA,14Cuncertainty,3,14C year,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPDa18816cc,measured,LabID,NA,NA,NA,LabID,3,unitless,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPD27c470ad,measured,depth_top,depth top,NA,NA,depth top,2,cm,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPDa5844c77,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPDfc7c718d,measured,material,NA,NA,NA,material,3,unitless,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPD6315f935,measured,1SD,NA,NA,NA,1SD,3,yr,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB6aa8c2fa,measured,d13C,d13C,NA,NA,d13C,2,per mil,NA,NA
AMP112.vanderBilt.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBc8fa2273,measured,mass C,C,mass ,NA,C,2,mg,NA,NA
ChallaLake.Damst.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB7454f152,measured,LabID,NA,NA,NA,LabID,3,unitless,NA,NA
ChallaLake.Damst.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB07cea253,measured,TopDepth,Depth,Top,NA,Depth,2,cm,NA,NA
ChallaLake.Damst.2012.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB0a73274b,measured,BottomDepth,Depth,Bottom,NA,Depth,2,cm,NA,NA
GIK17748-2.Kim.2002.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,PYT5K8S14DU,measured,lab code,NA,NA,NA,lab code,3,unitless,NA,NA
DajiuhuPeatland.Huang.2013.lpd,Temp12k1_0_1,Peat,Peat,WEB21e750f5,measured,depth_top,depth top,NA,NA,depth top,2,cm,NA,NA
DajiuhuPeatland.Huang.2013.lpd,Temp12k1_0_1,Peat,Peat,WEBb09ca16e,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
DajiuhuPeatland.Huang.2013.lpd,Temp12k1_0_1,Peat,Peat,WEB034961e7,measured,age_type,NA,NA,NA,age_type,3,NA,NA,NA
DajiuhuPeatland.Huang.2013.lpd,Temp12k1_0_1,Peat,Peat,WEB05878642,measured,error_plus,NA,NA,NA,error_plus,3,yr,NA,NA
DajiuhuPeatland.Huang.2013.lpd,Temp12k1_0_1,Peat,Peat,WEB696a4ac7,measured,error_minus,NA,NA,NA,error_minus,3,yr,NA,NA
LakeoftheWoods.Palmer.2002.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB02b90560,measured,Top Depth of Date,NA,NA,NA,Top Depth of Date,3,mm,NA,NA
LakeoftheWoods.Palmer.2002.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBc2b9b635,measured,Bottom Depth of Date,NA,NA,NA,Bottom Depth of Date,3,mm,NA,NA
LakeoftheWoods.Palmer.2002.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBf4620165,measured,Uncertainty plus,NA,NA,NA,Uncertainty plus,3,years,NA,NA
LakeoftheWoods.Palmer.2002.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBa74bc124,measured,Uncertainty minus,NA,NA,NA,Uncertainty minus,3,years,NA,NA
ElGygytgynCrater.Schwamborn.2006.lpd,Temp12k1_0_1,Ice-other,Ice-other,WEB646f14d2,measured,depth_bottom,depth bottom,NA,NA,depth bottom,2,cm,NA,NA
ElGygytgynCrater.Schwamborn.2006.lpd,Temp12k1_0_1,Ice-other,Ice-other,WEBfd23272e,measured,uncertainty_old,NA,NA,NA,uncertainty_old,3,yr bp,NA,NA
ElGygytgynCrater.Schwamborn.2006.lpd,Temp12k1_0_1,Ice-other,Ice-other,WEBf313ef11,measured,uncertainty_young,NA,NA,NA,uncertainty_young,3,yr bp,NA,NA
VestreOykjamytjorn.Velle.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB0dbf8959,measured,Top Depth of Date,NA,NA,NA,Top Depth of Date,3,mm,NA,NA
VestreOykjamytjorn.Velle.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB4b13c529,measured,Bottom Depth of Date,NA,NA,NA,Bottom Depth of Date,3,mm,NA,NA
VestreOykjamytjorn.Velle.2005.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB501ce84d,measured,Uncertainty plus,NA,NA,NA,Uncertainty plus,3,years,NA,NA
Qinghai.Hou.2016.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,LPD17196a79,measured,depht,NA,NA,NA,depht,3,cm,NA,NA
MD03-2601.Kim.2012.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,PYTJR1X2YUK,measured,material,NA,NA,NA,material,3,unitless,NA,NA
HurlegLake.Zhao.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB5ba9e8fa,measured,midpointDepthOriginalCore,Core,midpointDepthOriginal,NA,Core,2,cm,NA,NA
HurlegLake.Zhao.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB05c159a6,measured,thickness,Thickness,NA,NA,Thickness,2,cm,NA,NA
HurlegLake.Zhao.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEB223c6d3f,measured,sampleMass,NA,NA,NA,sampleMass,3,mg,NA,NA
HurlegLake.Zhao.2013.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,WEBbed6d7f4,measured,d13C,d13C,NA,NA,d13C,2,permil,NA,NA
MD982176.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTEPCZE501,measured,mid-depth,NA,NA,NA,mid-depth,3,cm,NA,NA
MD982176.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT26W2S5Y3,measured,ams number,NA,NA,NA,ams number,3,NA,NA,NA
MD982176.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTVTF3S7TS,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yrs BP,Age,calendar
MD982176.Stott.2004.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTVOG73K2U,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yrs BP,NA,NA
GeoB3911-3.Weldeab.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT6VDYDP7H,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,kyr BP,Age,calendar
GeoB3911-3.Weldeab.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTSYKZ5OJO,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,kyr BP,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTU7P4KKQB,measured,dating_min_sample_weight,NA,NA,Min sample,Min sample,1,mg,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTOV8XSWPQ,measured,dating_max_sample_weight,NA,NA,Max sample,Max sample,1,mg,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT98TD5O2B,measured,age_uncertainty,NA,NA,Age uncertainty,Age uncertainty,1,year,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT0EILRYSL,measured,is_date_used_original_model,NA,NA,Is date used original model,Is date used original model,1,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT1XO5WLTW,measured,238u_content,NA,NA,238U content,238U content,1,ppb,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTOJ0TSO5W,measured,238u_uncertainty,NA,NA,238U uncertainty,238U uncertainty,1,ppb,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT4MZS1QYA,measured,232th_content,NA,NA,232Th content,232Th content,1,ppt,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTRWW70VYE,measured,232th_uncertainty,NA,NA,232Th uncertainty,232Th uncertainty,1,ppt,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTJQAB5PQ4,measured,230th_232th_ratio,NA,NA,230Th 232Th ratio,230Th 232Th ratio,1,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTJQDWAYVW,measured,230th_232th_ratio_uncertainty,NA,NA,230Th 232Th ratio uncertainty,230Th 232Th ratio uncertainty,1,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTED0SL5WQ,measured,230th_238u_activity,NA,NA,230Th 238U activity,230Th 238U activity,1,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTVILN5JT5,measured,230th_238u_activity_uncertainty,NA,NA,230Th 238U activity uncertainty,230Th 238U activity uncertainty,1,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTF0C0EHNX,measured,decay_constants_used,decay constants used,NA,Decay constants used,decay constants used,1,NA,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTT1QOB3MJ,measured,corrected_age,NA,NA,Corrected age,Corrected age,1,year,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT7XPA6UA0,measured,corrected_age_uncertainty,NA,NA,Corrected age unceratainty,Corrected age unceratainty,1,year,NA,NA
Juxtlahuaca.Lachniet.2017.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT7XT1TTV5,measured,modern_reference,NA,NA,Modern reference,Modern reference,1,NA,NA,NA
KNR166-2JPC51.Schmidt.2012.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT6T78PFJD,measured,camsnumber,NA,NA,NA,camsnumber,3,NA,NA,NA
KNR166-2JPC51.Schmidt.2012.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTQOY5FUDB,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
KNR166-2JPC51.Schmidt.2012.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTZHHTRZUP,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
MD05-2904.Steinke.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTNRZ8AOT4,measured,foraminifera species,NA,NA,NA,foraminifera species,3,NA,NA,NA
MD05-2904.Steinke.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTNBNWFVX0,measured,14cage,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,Calendar
MD05-2904.Steinke.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT3CH16ILM,measured,14cage uncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
MD05-2904.Steinke.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTS6CMZGFF,measured,notes,Notes,NA,NA,Notes,2,NA,NA,NA
TestDataset.2017.Khider.lpd,linked_earth_wiki_files_new,h,h,PYT9RQ8O0TX,measured,labcode,NA,NA,Julianday,Julianday,1,unitless,NA,NA
TestDataset.2017.Khider.lpd,linked_earth_wiki_files_new,h,h,PYTQ4SI5RNB,measured,14c,NA,NA,Radiocarbon,Radiocarbon,1,years,NA,NA
TestDataset.2017.Khider.lpd,linked_earth_wiki_files_new,h,h,PYTCCBG1QL1,measured,14c uncertainty,NA,NA,Julianday,Julianday,1,unitless,NA,NA
GeoB3129-1.Weldeab.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTMIW8LSOZ,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,kyr BP,Age,calendar
GeoB3129-1.Weldeab.2006.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT6B8RDVBX,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,kyr BP,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT9L24FU9P,measured,dating_min_sample_weight,NA,NA,Min sample,Min sample,1,mg,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTSFADOG66,measured,dating_max_sample_weight,NA,NA,Max sample,Max sample,1,mg,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTITT4OLVW,measured,age_uncertainty,NA,NA,Age uncertainty,Age uncertainty,1,year,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT4WVU5Q9Q,measured,is_date_used_original_model,NA,NA,Is date used original model,Is date used original model,1,NA,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT1LBIQC9A,measured,238u_content,NA,NA,238U content,238U content,1,ppb,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTZB291JYA,measured,238u_uncertainty,NA,NA,238U uncertainty,238U uncertainty,1,ppb,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT4GHBW7QG,measured,232th_content,NA,NA,232Th content,232Th content,1,ppt,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTOU2RFWPF,measured,232th_uncertainty,NA,NA,232Th uncertainty,232Th uncertainty,1,ppt,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTT118I9KD,measured,230th_232th_ratio,NA,NA,230Th 232Th ratio,230Th 232Th ratio,1,NA,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTSC62JKQX,measured,230th_232th_ratio_uncertainty,NA,NA,230Th 232Th ratio uncertainty,230Th 232Th ratio uncertainty,1,NA,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT7126JUPQ,measured,230th_238u_activity,NA,NA,230Th 238U activity,230Th 238U activity,1,NA,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTQLPOXUH9,measured,230th_238u_activity_uncertainty,NA,NA,230Th 238U activity uncertainty,230Th 238U activity uncertainty,1,NA,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT8HUKN6B1,measured,decay_constants_used,decay constants used,NA,Decay constants used,decay constants used,1,NA,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTEA7INNZG,measured,corrected_age,NA,NA,Corrected age,Corrected age,1,year,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYTZGEWZR3N,measured,corrected_age_uncertainty,NA,NA,Corrected age unceratainty,Corrected age unceratainty,1,year,NA,NA
Juxtlahuaca.Lachniet.2012.lpd,linked_earth_wiki_files_new,speleothem,Speleothem,PYT4O1X82AQ,measured,modern_reference,NA,NA,Modern reference,Modern reference,1,NA,NA,NA
LakeSurprise.Falster.2018.lpd,linked_earth_wiki_files_new,lake sediment,LakeSediment,PYTK4TY86I3,measured,labcode,NA,NA,NA,labcode,3,unitless,NA,NA
LakeSurprise.Falster.2018.lpd,linked_earth_wiki_files_new,lake sediment,LakeSediment,PYTJ2NTRH3X,measured,14c,NA,NA,Radiocarbon,Radiocarbon,1,years,Age,Calendar years
LakeSurprise.Falster.2018.lpd,linked_earth_wiki_files_new,lake sediment,LakeSediment,PYTJBDFL8ZU,measured,14c uncertainty,NA,NA,Radiocarbon,Radiocarbon,1,years,Age,Calendar years
MD98-2165.Levi.2007.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTH7CGFJVT,measured,sampling depth,NA,NA,NA,sampling depth,3,cm,NA,NA
MD98-2165.Levi.2007.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT7XEZ9PMP,measured,corrected depth,NA,NA,NA,corrected depth,3,cm,NA,NA
MD98-2165.Levi.2007.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT80Q7P5ZU,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yrs BP,Age,calendar
MD98-2165.Levi.2007.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTX0LLBTL2,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yrs BP,NA,NA
MD98-2165.Levi.2007.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTPBECVZ1M,measured,sample code,NA,NA,NA,sample code,3,NA,NA,NA
KNR166-2-26JPC.Schmidt.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT8GHLJRA7,measured,species,NA,NA,NA,species,3,NA,NA,NA
KNR166-2-26JPC.Schmidt.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT91WEHP07,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
KNR166-2-26JPC.Schmidt.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTO3PE39T3,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
KNR166-2-26JPC.Schmidt.2011.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTIIZAGFBW,measured,notes,Notes,NA,NA,Notes,2,NA,NA,NA
GeoB12605-3.Kuhnert.2014.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT5PT0M3CJ,measured,lab code,NA,NA,NA,lab code,3,NA,NA,NA
GeoB12605-3.Kuhnert.2014.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTYOXA6W1B,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,kyr BP,Age,calendar
GeoB12605-3.Kuhnert.2014.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT7I42076I,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,kyr BP,NA,NA
MD97-2141.Rosentha.2003.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTLR9A3662,measured,age14c,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,Age,calendar
MD97-2141.Rosentha.2003.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTUF59SKQQ,measured,age14cuncertainty,NA,NA,Radiocarbon,Radiocarbon,1,yr BP,NA,NA
MD97-2141.Rosentha.2003.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYTNMS7NMUQ,measured,mat. dated,NA,NA,NA,mat. dated,3,NA,NA,NA
MD97-2141.Rosentha.2003.lpd,linked_earth_wiki_files_new,marine sediment,MarineSediment,PYT9XPIXIKE,measured,lab code,NA,NA,NA,lab code,3,NA,NA,NA
