coordinates,publication,filename,authorName,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Robert B. Halley,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Michael B. Robblee,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Gangjian Wei,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Malcolm T. Mcculloch,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Graham Mortimer,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Wengfeng Deng,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Luhua Xie,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Gangjian Wei,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Malcolm T. Mcculloch,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Graham Mortimer,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Wengfeng Deng,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Luhua Xie,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Gangjian Wei,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Malcolm T. Mcculloch,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Graham Mortimer,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Wengfeng Deng,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[146.0333, -16.7167, 0]",PAGES2kv2,Ocn-GBR.Wei.2009.lpd,Luhua Xie,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-78.62, 25.84, -4]",PAGES2kv2,Ocn-GingerbreadsBahamas.Saenger.2009.lpd,Casey Saenger,coral,measured,NA,Calcification,cm/yr,1,NA,Sea Surface,NA,NA
"[-78.62, 25.84, -4]",PAGES2kv2,Ocn-GingerbreadsBahamas.Saenger.2009.lpd,Anne L. Cohen,coral,measured,NA,Calcification,cm/yr,1,NA,Sea Surface,NA,NA
"[-78.62, 25.84, -4]",PAGES2kv2,Ocn-GingerbreadsBahamas.Saenger.2009.lpd,Delia W. Oppo,coral,measured,NA,Calcification,cm/yr,1,NA,Sea Surface,NA,NA
"[-78.62, 25.84, -4]",PAGES2kv2,Ocn-GingerbreadsBahamas.Saenger.2009.lpd,Robert B. Halley,coral,measured,NA,Calcification,cm/yr,1,NA,Sea Surface,NA,NA
"[-78.62, 25.84, -4]",PAGES2kv2,Ocn-GingerbreadsBahamas.Saenger.2009.lpd,Jessica E. Carilli,coral,measured,NA,Calcification,cm/yr,1,NA,Sea Surface,NA,NA
"[-79.29, 24.765, -694]",PAGES2kv2,Ocn-GreatBahamaBank.Lund.2006.lpd,David C. Lund,marine sediment,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-79.29, 24.765, -694]",PAGES2kv2,Ocn-GreatBahamaBank.Lund.2006.lpd,William Curry,marine sediment,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[-79.29, 24.765, -694]",PAGES2kv2,Ocn-GreatBahamaBank.Lund.2006.lpd,David C. Lund,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-79.29, 24.765, -694]",PAGES2kv2,Ocn-GreatBahamaBank.Lund.2006.lpd,William Curry,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-79.26, 24.58, -531]",PAGES2kv2,Ocn-GreatBahamaBank.Richter.2006.lpd,David C. Lund,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-79.26, 24.58, -531]",PAGES2kv2,Ocn-GreatBahamaBank.Richter.2006.lpd,William Curry,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,S. Hetzinger,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,M. Pfeiffer,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,W.-C. Dullo,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,D. Garbe-Schönberg,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,J. Halfar,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,S. Hetzinger,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,M. Pfeiffer,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,W.-C. Dullo,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,D. Garbe-Schönberg,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-61.49, 16.2, -1.7]",PAGES2kv2,Ocn-Guadeloupe.Steinhilber.2010.lpd,J. Halfar,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,S. Weldeab,marine sediment,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,D. W. Lea,marine sediment,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,R. R. Schneider,marine sediment,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,N. Andersen,marine sediment,measured,depth,NA,cm,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,S. Weldeab,marine sediment,measured,native Mg/Ca ratio that is used to calculate SST,Mg/Ca,NA,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,D. W. Lea,marine sediment,measured,native Mg/Ca ratio that is used to calculate SST,Mg/Ca,NA,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,R. R. Schneider,marine sediment,measured,native Mg/Ca ratio that is used to calculate SST,Mg/Ca,NA,NA,NA,NA,NA,NA
"[9.38, 2.5, -1295]",PAGES2kv2,Ocn-GulfofGuinea.Weldeab.2007.lpd,N. Andersen,marine sediment,measured,native Mg/Ca ratio that is used to calculate SST,Mg/Ca,NA,NA,NA,NA,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Alan D. Wanamaker,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Karl J. Kreutz,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Bernd R. Schöne,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Neal Pettigrew,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Harold W. Borns,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Douglas S. Introne,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Daniel Belknap,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Kirk A. Maasch,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-69.8017, 43.6561, -30]",PAGES2kv2,Ocn-GulfofMaine.Wanamaker.2007.lpd,Scott Feindel,bivalve,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-174.7167, -19.9333, -10]",PAGES2kv2,Ocn-HaferaIsland.Wu.2013.lpd,Henry C. Wu,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-174.7167, -19.9333, -10]",PAGES2kv2,Ocn-HaferaIsland.Wu.2013.lpd,Braddock K. Linsley,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-174.7167, -19.9333, -10]",PAGES2kv2,Ocn-HaferaIsland.Wu.2013.lpd,Emilie P. Dassié,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-174.7167, -19.9333, -10]",PAGES2kv2,Ocn-HaferaIsland.Wu.2013.lpd,Benedetto Schiraldi,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-174.7167, -19.9333, -10]",PAGES2kv2,Ocn-HaferaIsland.Wu.2013.lpd,Peter B. Demenocal,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,H. Kuhnert,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,J. Pätzold,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,B. Hatcher,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,K.-H. Wyrwoll,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,A. Eisenhauer,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,L. B. Collins,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,Z. R. Zhu,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,G. Wefer,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,H. Kuhnert,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,J. Pätzold,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,B. Hatcher,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,K.-H. Wyrwoll,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,A. Eisenhauer,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,L. B. Collins,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,Z. R. Zhu,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.77, -28.47, -5]",PAGES2kv2,Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,G. Wefer,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,J. Zinke,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,A. Rountrey,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,M. Feng,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,S.-P. Xie,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,D. Dissard,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,K. Rankenburg,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,J.M. Lough,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.772, -28.4609, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,M.T. Mcculloch,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,J. Zinke,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,A. Rountrey,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,M. Feng,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,S.-P. Xie,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,D. Dissard,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,K. Rankenburg,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,J.M. Lough,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,M.T. Mcculloch,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,J. Zinke,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,A. Rountrey,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,M. Feng,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,S.-P. Xie,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,D. Dissard,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,K. Rankenburg,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,J.M. Lough,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.749, -28.4589, -8]",PAGES2kv2,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,M.T. Mcculloch,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,T. F. Cooper,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,R. A. O'Leary,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[113.7667, -28.4667, -6]",PAGES2kv2,Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,J. M. Lough,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty1.Zinke.2014.lpd,J. Zinke,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty1.Zinke.2014.lpd,B. R. Loveday,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty1.Zinke.2014.lpd,C. J. C. Reason,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty1.Zinke.2014.lpd,W.-C. Dullo,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty1.Zinke.2014.lpd,D. Kroon,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty4.Zinke.2004.lpd,J. Zinke,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty4.Zinke.2004.lpd,W.-Chr. Dullo,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty4.Zinke.2004.lpd,G.A. Heiss,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.58, -23.15, -1.1]",PAGES2kv2,Ocn-Ifaty4.Zinke.2004.lpd,A. Eisenhauer,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.6195, -23.3572, -1.1]",PAGES2kv2,Ocn-IfatyTul3.Zinke.2014.lpd,J. Zinke,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.6195, -23.3572, -1.1]",PAGES2kv2,Ocn-IfatyTul3.Zinke.2014.lpd,B. R. Loveday,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.6195, -23.3572, -1.1]",PAGES2kv2,Ocn-IfatyTul3.Zinke.2014.lpd,C. J. C. Reason,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.6195, -23.3572, -1.1]",PAGES2kv2,Ocn-IfatyTul3.Zinke.2014.lpd,W.-C. Dullo,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[43.6195, -23.3572, -1.1]",PAGES2kv2,Ocn-IfatyTul3.Zinke.2014.lpd,D. Kroon,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[118.9667, -17.5167, -6]",PAGES2kv2,Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
