coordinates,publication,filename,authorName,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[-10.0983, 30.845, -355]",PAGES2kv2,Ocn-CapeGhir.McGregor.2007.lpd,M. Dima,marine sediment,measured,indicates samples which overlap,Notes,NA,NA,NA,NA,NA,NA
"[-10.0983, 30.845, -355]",PAGES2kv2,Ocn-CapeGhir.McGregor.2007.lpd,H. W. Fischer,marine sediment,measured,indicates samples which overlap,Notes,NA,NA,NA,NA,NA,NA
"[-10.0983, 30.845, -355]",PAGES2kv2,Ocn-CapeGhir.McGregor.2007.lpd,S. Mulitza,marine sediment,measured,indicates samples which overlap,Notes,NA,NA,NA,NA,NA,NA
"[-64.77, 10.77, -450]",PAGES2kv2,Ocn-CariacoBasin.Black.2007.lpd,David E. Black,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-64.77, 10.77, -450]",PAGES2kv2,Ocn-CariacoBasin.Black.2007.lpd,Matthew A. Abahazi,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-64.77, 10.77, -450]",PAGES2kv2,Ocn-CariacoBasin.Black.2007.lpd,Robert C. Thunell,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-64.77, 10.77, -450]",PAGES2kv2,Ocn-CariacoBasin.Black.2007.lpd,Alexey Kaplan,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-64.77, 10.77, -450]",PAGES2kv2,Ocn-CariacoBasin.Black.2007.lpd,Eric J. Tappa,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-64.77, 10.77, -450]",PAGES2kv2,Ocn-CariacoBasin.Black.2007.lpd,Larry C. Peterson,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-64.94, 10.7, -790]",PAGES2kv2,Ocn-CariacoBasin.Lea.2003.lpd,D. W. Lea,marine sediment,measured,quality-controlled data from Lea et al. (2003) that was used in the O2K-LR analysis,Notes,NA,NA,NA,NA,NA,NA
"[-76.276, 32.784, -1895]",PAGES2kv2,Ocn-CH07-98-MC-22.Saenger.2011.lpd,Casey Saenger,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-76.276, 32.784, -1895]",PAGES2kv2,Ocn-CH07-98-MC-22.Saenger.2011.lpd,Rosemarie E. Came,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-76.276, 32.784, -1895]",PAGES2kv2,Ocn-CH07-98-MC-22.Saenger.2011.lpd,Delia W. Oppo,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-76.276, 32.784, -1895]",PAGES2kv2,Ocn-CH07-98-MC-22.Saenger.2011.lpd,Lloyd D. Keigwin,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-76.276, 32.784, -1895]",PAGES2kv2,Ocn-CH07-98-MC-22.Saenger.2011.lpd,Anne L. Cohen,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[119.3667, -17.2667, -6]",PAGES2kv2,Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Henry C. Wu,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Mélanie Moreau,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Braddock K. Linsley,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Daniel P. Schrag,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Thierry Corrège,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Henry C. Wu,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Mélanie Moreau,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Braddock K. Linsley,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Daniel P. Schrag,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton1b.Wu.2014.lpd,Thierry Corrège,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton2b.Wu.2014.lpd,Henry C. Wu,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton2b.Wu.2014.lpd,Mélanie Moreau,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton2b.Wu.2014.lpd,Braddock K. Linsley,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton2b.Wu.2014.lpd,Daniel P. Schrag,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton2b.Wu.2014.lpd,Thierry Corrège,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton4b.Wu.2014.lpd,Henry C. Wu,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton4b.Wu.2014.lpd,Mélanie Moreau,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton4b.Wu.2014.lpd,Braddock K. Linsley,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton4b.Wu.2014.lpd,Daniel P. Schrag,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton4b.Wu.2014.lpd,Thierry Corrège,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton6a.Wu.2014.lpd,Henry C. Wu,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton6a.Wu.2014.lpd,Mélanie Moreau,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton6a.Wu.2014.lpd,Braddock K. Linsley,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton6a.Wu.2014.lpd,Daniel P. Schrag,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -13]",PAGES2kv2,Ocn-Clipperton6a.Wu.2014.lpd,Thierry Corrège,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Braddock K. Linsley,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Lei Ren,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Robert B. Dunbar,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Stephen S. Howe,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Braddock K. Linsley,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Lei Ren,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Robert B. Dunbar,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-109.2131, 10.2773, -8.2]",PAGES2kv2,Ocn-ClippertonAtoll.Linsley.2000.lpd,Stephen S. Howe,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,T. F. Cooper,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,R. A. O'Leary,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,J. M. Lough,coral,measured,"composite of individual samples, after standardization",Composite,percent,1,NA,Sea Surface,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,T. F. Cooper,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,R. A. O'Leary,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[113.8167, -23.0333, -6]",PAGES2kv2,Ocn-CoralBayNingaloo.Cooper.2012.lpd,J. M. Lough,coral,measured,calcification rate measurements from individual samples,Calcification,g/cm/yr,NA,NA,NA,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Eva Calvo,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,John F. Marshall,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Carles Pelejero,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Malcolm T. Mcculloch,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Michael K. Gagan,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Janice M. Lough,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Eva Calvo,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,John F. Marshall,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Carles Pelejero,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Malcolm T. Mcculloch,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Michael K. Gagan,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[148.43, -17.73, -5]",PAGES2kv2,Ocn-CoralSea.Calvo.2007.lpd,Janice M. Lough,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[144.8359, 13.5982, -7.8]",PAGES2kv2,Ocn-DoubleReef.Asami.2005.lpd,Ryuji Asami,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Kristine L. Delong,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Jennifer A. Flannery,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Richard Z. Poore,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Terrence M. Quinn,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Christopher R. Maupin,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Ke Lin,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-82.3, 24.6, -4]",PAGES2kv2,Ocn-DryTortugas.DeLong.2014.lpd,Chuan-Chou Shen,coral,measured,NA,Sr/Ca,mmol/mol,1,NA,Sea Surface,NA,NA
"[-83.58, 24.59, -530]",PAGES2kv2,Ocn-DryTortugas.Lund.2006.lpd,David C. Lund,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-83.58, 24.59, -530]",PAGES2kv2,Ocn-DryTortugas.Lund.2006.lpd,William Curry,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from Lunds ""Avg Mg/Ca"" column and are in units of mmol/mol; note that in original source, there are also MgCa estimates for std. dev & std. error",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-16.7327, 16.8402, -330]",PAGES2kv2,Ocn-EasternTropicalNorthAtlantic.Kuhnert.2011.lpd,Henning Kuhnert,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber (pink), and are in units of mmol/mol; for most values younger than approx AD 1907, these are means of two different size fractions.",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-16.7327, 16.8402, -330]",PAGES2kv2,Ocn-EasternTropicalNorthAtlantic.Kuhnert.2011.lpd,Stefan Mulitza,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. ruber (pink), and are in units of mmol/mol; for most values younger than approx AD 1907, these are means of two different size fractions.",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-62.48, 43.53, -250]",PAGES2kv2,Ocn-EmeraldBasin.Keigwin.2007.lpd,Julian P. Sachs,marine sediment,measured,native data (alkenone ratio) used for calculating SST,Uk37,NA,NA,NA,NA,NA,NA
"[-62.48, 43.53, -250]",PAGES2kv2,Ocn-EmeraldBasin.Keigwin.2007.lpd,Julian P. Sachs,marine sediment,measured,quality-controlled data from Sachs (2007),Notes,NA,NA,NA,NA,NA,NA
"[-13.9, 55.5, -2543]",PAGES2kv2,Ocn-FeniDrift.Richter.2009.lpd,T.O. Richter,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-13.9, 55.5, -2543]",PAGES2kv2,Ocn-FeniDrift.Richter.2009.lpd,F.J.C. Peeters,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-13.9, 55.5, -2543]",PAGES2kv2,Ocn-FeniDrift.Richter.2009.lpd,T.C.E. Van Weering,marine sediment,measured,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, and are in units of mmol/mol",Mg/Ca,NA,NA,NA,NA,NA,NA
"[-93.93, 27.55, -817]",PAGES2kv2,Ocn-FiskBasin.Richey.2009.lpd,Julie N. Richey,marine sediment,measured,Mg/Ca on G. ruber (W),Mg/Ca,NA,NA,NA,NA,NA,NA
"[-93.93, 27.55, -817]",PAGES2kv2,Ocn-FiskBasin.Richey.2009.lpd,Richard Z. Poore,marine sediment,measured,Mg/Ca on G. ruber (W),Mg/Ca,NA,NA,NA,NA,NA,NA
"[-93.93, 27.55, -817]",PAGES2kv2,Ocn-FiskBasin.Richey.2009.lpd,Benjamin P. Flower,marine sediment,measured,Mg/Ca on G. ruber (W),Mg/Ca,NA,NA,NA,NA,NA,NA
"[-93.93, 27.55, -817]",PAGES2kv2,Ocn-FiskBasin.Richey.2009.lpd,Terrence M. Quinn,marine sediment,measured,Mg/Ca on G. ruber (W),Mg/Ca,NA,NA,NA,NA,NA,NA
"[-93.93, 27.55, -817]",PAGES2kv2,Ocn-FiskBasin.Richey.2009.lpd,David J. Hollander,marine sediment,measured,Mg/Ca on G. ruber (W),Mg/Ca,NA,NA,NA,NA,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Peter K. Swart,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Genevieve F. Healy,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Richard E. Dodge,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Philip Kramer,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,J. Harold Hudson,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Robert B. Halley,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Michael B. Robblee,coral,measured,NA,D18O,permil,1,NA,Sea Surface,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Peter K. Swart,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Genevieve F. Healy,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Richard E. Dodge,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,Philip Kramer,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
"[-80.75, 24.93, -3]",PAGES2kv2,Ocn-FloridaBay.Swart.1996.lpd,J. Harold Hudson,coral,measured,NA,D13C,permil,NA,NA,NA,NA,NA
