filename,archiveType,inferredVariableType,units,proxyObservationType,interpretation/variable,interpretation/variableDetail
Ocn-AqabaJordanAQ18.Heiss.1999.lpd,coral,Year,NA,NA,NA,NA
Ocn-AqabaJordanAQ18.Heiss.1999.lpd,coral,NA,NA,D13C,NA,NA
Ocn-AqabaJordanAQ19.Heiss.1999.lpd,coral,NA,NA,D18O,NA,NA
Ocn-AqabaJordanAQ19.Heiss.1999.lpd,coral,Year,NA,NA,NA,NA
Ocn-AqabaJordanAQ19.Heiss.1999.lpd,coral,NA,NA,D13C,NA,NA
Ocn-ArabianSea.Doose-Rolinski.2001.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-ArabianSea.Doose-Rolinski.2001.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-Bermuda.DraschbaA.2000.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Bermuda.DraschbaA.2000.lpd,coral,Year,NA,NA,NA,NA
Ocn-Bermuda.DraschbaB.2000.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Bermuda.DraschbaB.2000.lpd,coral,Year,NA,NA,NA,NA
Ocn-BermudaSouthShore.Goodkin.2008.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-BermudaSouthShore.Goodkin.2008.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-BermudaSouthShore.Goodkin.2008.lpd,coral,Year,NA,NA,NA,NA
Ocn-BiscayneBay.Swart.1996.lpd,coral,NA,NA,D18O,NA,NA
Ocn-BiscayneBay.Swart.1996.lpd,coral,Year,NA,NA,NA,NA
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-BuccooReefTobagoMontastrea.Moses.2006.lpd,coral,NA,NA,D13C,NA,NA
Ocn-BuccooReefTobagoSidereastrea.Moses.2006.lpd,coral,NA,NA,D13C,NA,NA
Ocn-BuccooReefTobagoSidereastrea.Moses.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-BunakenIsland.Charles.2003.lpd,coral,NA,NA,D18O,NA,NA
Ocn-BunakenIsland.Charles.2003.lpd,coral,Year,NA,NA,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification1,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,Year,NA,NA,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification2,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification3,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,NA,NA,Composite,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,NA,NA,CalcificationRate,NA,NA
Ocn-BundegireefNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification4,NA,NA
Ocn-CapeGhir.Doose-Rolinski.2007.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-CapeGhir.Doose-Rolinski.2007.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,NA,NA,Uk37,NA,NA
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,NA,NA,Notes,NA,NA
Ocn-CapeGhir.McGregor.2007.lpd,marine sediment,NA,NA,Notes1,NA,NA
Ocn-CapeHatteras.Cleroux.2008.lpd,marine sediment,Temperature,NA,GhostMeasured,NA,NA
Ocn-CapeHatteras.Cleroux.2008.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-CariacoBasin.Black.2007.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-CariacoBasin.Black.2007.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-CariacoBasin.Black.2007.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-CariacoBasin.Lea.2003.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-CariacoBasin.Lea.2003.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-CariacoBasin.Lea.2003.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-ChileanMargin.Lamy.2002.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-ChileanMargin.Lamy.2002.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification1,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,Year,NA,NA,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification2,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification3,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Composite,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,CalcificationRate,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification4,NA,NA
Ocn-ClerkeReefRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification5,NA,NA
Ocn-Clipperton1b.Wu.2014.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Clipperton1b.Wu.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-Clipperton1b.Wu.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Clipperton1b.Wu.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-Clipperton2b.Wu.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Clipperton2b.Wu.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-Clipperton2b.Wu.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-Clipperton4b.Wu.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Clipperton4b.Wu.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-Clipperton4b.Wu.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-Clipperton6a.Wu.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Clipperton6a.Wu.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-Clipperton6a.Wu.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,NA,NA,D18O,NA,NA
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,Year,NA,NA,NA,NA
Ocn-ClippertonAtoll.Linsley.2000.lpd,coral,NA,NA,D13C,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification1,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,Year,NA,NA,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification2,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification3,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,NA,NA,Composite,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,NA,NA,CalcificationRate,NA,NA
Ocn-CoralBayNingaloo.Cooper.2012.lpd,coral,NA,NA,Calcification4,NA,NA
Ocn-CoralSea.Calvo.2007.lpd,coral,NA,NA,D18O,NA,NA
Ocn-CoralSea.Calvo.2007.lpd,coral,Year,NA,NA,NA,NA
Ocn-CoralSea.Calvo.2007.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-CoralSea.Calvo.2007.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-DoubleReef.Asami.2005.lpd,coral,NA,NA,D18O,NA,NA
Ocn-DoubleReef.Asami.2005.lpd,coral,Year,NA,NA,NA,NA
Ocn-DryTortugas.DeLong.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-DryTortugas.DeLong.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-DryTortugas.DeLong.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-EasternTropicalNorthAtlantic.Kuhnert.2011.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-EasternTropicalNorthAtlantic.Kuhnert.2011.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-EasternTropicalNorthAtlantic.Kuhnert.2011.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-EmeraldBasin.Keigwin.2003.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-EmeraldBasin.Keigwin.2003.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-FiskBasin.Richey.2009.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-FiskBasin.Richey.2009.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-FiskBasin.Richey.2009.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-FloridaBay.Swart.1996.lpd,coral,NA,NA,D18O,NA,NA
Ocn-FloridaBay.Swart.1996.lpd,coral,Year,NA,NA,NA,NA
Ocn-FloridaBay.Swart.1996.lpd,coral,NA,NA,D13C,NA,NA
Ocn-GarrisonBasin.Richey.2009.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-GarrisonBasin.Richey.2009.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-GBR.Wei.2009.lpd,coral,NA,NA,D18O,NA,NA
Ocn-GBR.Wei.2009.lpd,coral,Year,NA,NA,NA,NA
Ocn-GBR.Wei.2009.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-GBR.Wei.2009.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-GBR.Wei.2009.lpd,coral,NA,NA,D13C,NA,NA
Ocn-GingerbreadsBahamas.Saenger.2009.lpd,coral,NA,NA,Calcification,NA,NA
Ocn-GingerbreadsBahamas.Saenger.2009.lpd,coral,Year,NA,NA,NA,NA
Ocn-GreatBarrierReef.Hendy.2002.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-GreatBarrierReef.Hendy.2002.lpd,coral,Year,NA,NA,NA,NA
Ocn-GreatBarrierReef.Hendy.2002.lpd,coral,Temperature,NA,NA,NA,NA
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,Year,NA,NA,NA,NA
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Guadeloupe.Steinhilber.2010.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-GulfofGuinea.Weldeab.2007.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-GulfofGuinea.Weldeab.2007.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-GulfofGuinea.Weldeab.2007.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-GulfofMaine.Wanamaker.2007.lpd,bivalve,NA,NA,D18O,NA,NA
Ocn-GulfofMaine.Wanamaker.2007.lpd,bivalve,Year,NA,NA,NA,NA
Ocn-HaferaIsland.Wu.2013.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-HaferaIsland.Wu.2013.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-HaferaIsland.Wu.2013.lpd,coral,Year,NA,NA,NA,NA
Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,coral,NA,NA,D18O,NA,NA
Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,coral,Year,NA,NA,NA,NA
Ocn-HoutmanAbrolhos.Kuhnert.1999.lpd,coral,NA,NA,D13C,NA,NA
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-HoutmanAbrolhosHAB05B.Zinke.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,NA,NA,D18O,NA,NA
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-HoutmanAbrolhosHAB10A.Zinke.2014.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,NA,NA,Calcification1,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,Year,NA,NA,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,NA,NA,Calcification2,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,NA,NA,Calcification3,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,NA,NA,Composite,NA,NA
Ocn-HoutmanAbrolhosIslands.Cooper.2012.lpd,coral,NA,NA,CalcificationRate,NA,NA
Ocn-Ifaty1.Zinke.2014.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Ifaty1.Zinke.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-Ifaty4.Zinke.2004.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Ifaty4.Zinke.2004.lpd,coral,Year,NA,NA,NA,NA
Ocn-IfatyTul3.Zinke.2014.lpd,coral,NA,NA,D18O,NA,NA
Ocn-IfatyTul3.Zinke.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification1,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,Year,NA,NA,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification2,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification3,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Composite,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,NA,NA,CalcificationRate,NA,NA
Ocn-ImperieuseRowleyShoals.Cooper.2012.lpd,coral,NA,NA,Calcification4,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-JacafFjord.Sepúlveda.2009.lpd,marine sediment,NA,NA,Uk37,NA,NA
Ocn-Kiritimati.Evans.1998.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Kiritimati.Evans.1998.lpd,coral,Year,NA,NA,NA,NA
Ocn-Kiritimati.Evans.1998.lpd,coral,NA,NA,D13C,NA,NA
Ocn-KuroshioCurrent.Isono.2009.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-KuroshioCurrent.Isono.2009.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-KuroshioCurrent.Isono.2009.lpd,marine sediment,NA,NA,Core,NA,NA
Ocn-LaingIslandPapuaNewGuinea.Tudhope.2001.lpd,coral,NA,NA,D18O,NA,NA
Ocn-LaingIslandPapuaNewGuinea.Tudhope.2001.lpd,coral,Year,NA,NA,NA,NA
Ocn-Lombok.Charles.2003.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Lombok.Charles.2003.lpd,coral,Year,NA,NA,NA,NA
Ocn-LosRoques.Hetzinger.2008.lpd,coral,NA,NA,D18O,NA,NA
Ocn-LosRoques.Hetzinger.2008.lpd,coral,Year,NA,NA,NA,NA
Ocn-MadangLagoonPapuaNewGuinea.Kuhnert.2001.lpd,coral,NA,NA,D18O,NA,NA
Ocn-MadangLagoonPapuaNewGuinea.Kuhnert.2001.lpd,coral,Year,NA,NA,NA,NA
Ocn-MadangLagoonPapuaNewGuinea.Tudhope.1995.lpd,coral,NA,NA,D18O,NA,NA
Ocn-MadangLagoonPapuaNewGuinea.Tudhope.1995.lpd,coral,Year,NA,NA,NA,NA
Ocn-Mafia.Damassa.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Mafia.Damassa.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-Mahe.Charles.1997.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Mahe.Charles.1997.lpd,coral,Year,NA,NA,NA,NA
Ocn-Maiana.Urban.2000.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Maiana.Urban.2000.lpd,coral,Year,NA,NA,NA,NA
Ocn-MakassarStrait.Linsley.2010.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-MakassarStrait.Linsley.2010.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-MakassarStrait.Oppo.2009.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-MakassarStrait.Oppo.2009.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-Malindi.Cole.2000.lpd,coral,SampleData,NA,D18O,temperature and salinity,sea surface
Ocn-MD95-2011.Grimalt.2002.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-MD95-2011.Grimalt.2002.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-MD98-2160.Newton.2010.lpd,marine sediment,Temperature,NA,GhostMeasured,NA,NA
Ocn-MD98-2160.Newton.2010.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-MD98-2177.Newton.2010.lpd,marine sediment,Temperature,NA,GhostMeasured,NA,NA
Ocn-MD98-2177.Newton.2010.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-MentawaiIslands.Abram.2008.lpd,coral,NA,NA,D18O,NA,NA
Ocn-MentawaiIslands.Abram.2008.lpd,coral,Year,NA,NA,NA,NA
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,NA,NA,Uk37,NA,NA
Ocn-MinorcaContourite.Moreno.2012.lpd,marine sediment,NA,NA,Notes,NA,NA
Ocn-Miyanohama.Felis.2009.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Miyanohama.Felis.2009.lpd,coral,Year,NA,NA,NA,NA
Ocn-Miyanohama.Felis.2009.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Miyanohama.Felis.2009.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-Miyanohama.Felis.2009.lpd,coral,NA,NA,D13C,NA,NA
Ocn-MontegoBayJamaica.Haase-Schramm.2003.lpd,physical sample,NA,NA,Sr Ca,NA,NA
Ocn-MontegoBayJamaica.Haase-Schramm.2003.lpd,physical sample,NA,NA,Sr/Ca,NA,NA
Ocn-MontegoBayJamaica.Haase-Schramm.2003.lpd,physical sample,Year,NA,NA,NA,NA
Ocn-Moorea.Boiseau.1998.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Moorea.Boiseau.1998.lpd,coral,Year,NA,NA,NA,NA
Ocn-Nauru.Guilderson.1999.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Nauru.Guilderson.1999.lpd,coral,Year,NA,NA,NA,NA
Ocn-Nauru.Guilderson.1999.lpd,coral,NA,NA,D13C,NA,NA
Ocn-NewIrelandPapua.Alibert.2008.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-NewIrelandPapua.Alibert.2008.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-NewIrelandPapua.Alibert.2008.lpd,coral,Year,NA,NA,NA,NA
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,Year,NA,NA,NA,NA
Ocn-Ningaloo.Kuhnert.2000.lpd,coral,NA,NA,D13C,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002.lpd,coral,Year,NA,NA,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005.lpd,coral,Year,NA,NA,NA,NA
Ocn-NorthIceland.Sicre.2011.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-NorthIceland.Sicre.2011.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-NorthwestPacificOcean.Harada.2004.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-NorthwestPacificOcean.Harada.2004.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-ODP984.Came.2007.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-ODP984.Came.2007.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-ODP984.Came.2007.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-OkinawaTrough.Wu.2012.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-OkinawaTrough.Wu.2012.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,NA,NA,D18O,NA,NA
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-PalauRockIslands.Osborne.2014.lpd,coral,NA,NA,D13C,NA,NA
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,NA,NA,D18O,NA,NA
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,Year,NA,NA,NA,NA
Ocn-PalauUlongChannel.Osborne.2014.lpd,coral,NA,NA,D13C,NA,NA
Ocn-Palmyra.Cobb.2003.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Palmyra.Cobb.2003.lpd,coral,Year,NA,NA,NA,NA
Ocn-Palmyra.Nurhati.2011.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Palmyra.Nurhati.2011.lpd,coral,Year,NA,NA,NA,NA
Ocn-PedradeLume-CapeVerdeIslands.Moses.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-PedradeLume-CapeVerdeIslands.Moses.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-PedroBankJamaica.Haase-Schramm.2003.lpd,physical sample,NA,NA,Sr/Ca,NA,NA
Ocn-PedroBankJamaica.Haase-Schramm.2003.lpd,physical sample,Year,NA,NA,NA,NA
Ocn-PigmyBasin.Richey.2015.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-PigmyBasin.Richey.2015.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-PigmyBasin.Richey.2015.lpd,marine sediment,NA,NA,Mg Ca,NA,NA
Ocn-PuntaMaroma.Vásquez-Bedoya.2012.lpd,coral,NA,NA,Calcification,NA,NA
Ocn-PuntaMaroma.Vásquez-Bedoya.2012.lpd,coral,Year,NA,NA,NA,NA
Ocn-Rabaul.Quinn.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Rabaul.Quinn.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-Rabaul.Quinn.2006.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-Rabaul.Quinn.2006.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-Rabaul.Quinn.2006.lpd,coral,NA,NA,D13C,NA,NA
Ocn-RarotongaSrCa2r.Linsley.2006.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-RarotongaSrCa2r.Linsley.2006.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-RarotongaSrCa2r.Linsley.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-Rarotonga_d18O2R.Linsley.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Rarotonga_d18O2R.Linsley.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-Rarotonga_d18O2R.Linsley.2006.lpd,coral,NA,NA,D13C,NA,NA
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-Rarotonga_d18O3R.Linsley.2006.lpd,coral,NA,NA,D13C,NA,NA
Ocn-Rarotonga_d18O99.Linsley.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Rarotonga_d18O99.Linsley.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-Rarotonga_d18O99.Linsley.2006.lpd,coral,NA,NA,D13C,NA,NA
Ocn-RedSea.Felis.2000.lpd,coral,NA,NA,D18O,NA,NA
Ocn-RedSea.Felis.2000.lpd,coral,Year,NA,NA,NA,NA
Ocn-Reunion.Pfeiffer.2004.lpd,coral,NA,NA,D18O,NA,NA
Ocn-Reunion.Pfeiffer.2004.lpd,coral,Year,NA,NA,NA,NA
Ocn-SantaBarbaraBasin.Zhao.2000.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-SantaBarbaraBasin.Zhao.2000.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-SantaBarbaraBasin.Zhao.2000.lpd,marine sediment,NA,NA,Core,NA,NA
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,NA,NA,Sr Ca,NA,NA
Ocn-SavusavuBay1F.Linsley.2006.lpd,coral,NA,NA,Sr/Ca,NA,NA
Ocn-SavusavuBayAB.Linsley.2006.lpd,coral,NA,NA,D18O,NA,NA
Ocn-SavusavuBayAB.Linsley.2006.lpd,coral,Year,NA,NA,NA,NA
Ocn-SavusavuBayFiji.Bagnato.2005.lpd,coral,NA,NA,D18O,NA,NA
Ocn-SavusavuBayFiji.Bagnato.2005.lpd,coral,Year,NA,NA,NA,NA
Ocn-SecasIslandPanama.Linsley.1994.lpd,coral,NA,NA,D18O,NA,NA
Ocn-SecasIslandPanama.Linsley.1994.lpd,coral,Year,NA,NA,NA,NA
"Ocn-SinaiPeninsula,RedSea.Moustafa.2000.lpd",coral,NA,NA,D18O,NA,NA
"Ocn-SinaiPeninsula,RedSea.Moustafa.2000.lpd",coral,Year,NA,NA,NA,NA
Ocn-SouthAtlanticWestAfrica.Leduc.2010.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-SouthAtlanticWestAfrica.Leduc.2010.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-SouthAtlanticWestAfrica.Leduc.2010.lpd,marine sediment,NA,NA,Uk37,NA,NA
Ocn-SouthIceland.Sicre.2011.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-SouthIceland.Sicre.2011.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-SubTropicalEasternNorthAtlantic.deMenocal.2000.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-SubTropicalEasternNorthAtlantic.deMenocal.2000.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,NA,NA,Core,NA,NA
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,Year,NA,NA,NA,NA
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,Temperature,NA,NA,NA,NA
Ocn-TagusMudPatch.Abrantes.2005.lpd,marine sediment,NA,NA,Uk37,NA,NA
