dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted proxyObsType,remainder(variableName),proxyObservationType,final proxyValue,proxyValue from,units,hasProxySystem,ProxySystem.SensorType,interpretation/variable,interpretation/variableDetail
Asi-VIET001.Buckley.2010.lpd,PAGES2kv2,tree,Wood,Asia_229,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-WEXYUN.Wright.2010.lpd,PAGES2kv2,tree,Wood,Asia_073,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-WULANJ.PAGES2k.2013.lpd,PAGES2kv2,tree,Wood,Asia_066,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-WXIYUN.Wright.2010.lpd,PAGES2kv2,tree,Wood,Asia_042,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-YKC.Yasue.2013.lpd,PAGES2kv2,tree,Wood,Asia_119,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-YKCOM.Yasue.2013.lpd,PAGES2kv2,tree,Wood,Asia_117,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-ZHANGX.PAGES2k.2010.lpd,PAGES2kv2,tree,Wood,Asia_069,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Asi-ZHIDJP.Shao.2003.lpd,PAGES2kv2,tree,Wood,Asia_068,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Aus-BuckleysChance.Buckley.1997.lpd,PAGES2kv2,tree,Wood,Aus_010,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Aus-CTPEastTasmania.Allen.2001.lpd,PAGES2kv2,tree,Wood,Aus_015,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Aus-CTPWestTasmania.Allen.2001.lpd,PAGES2kv2,tree,Wood,Aus_020,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPDbff7f105,measured,R650_700,NA,NA,R650_700,R650_700,1,NA,NA,NA,T,surface
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPD77e777b0,measured,R570_630,NA,NA,R570_630,R570_630,1,NA,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPDc2846a24,measured,R660_670,NA,NA,R660_670,R660_670,1,NA,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPD335d863f,measured,RABD660_670,NA,NA,RABD660_670,RABD660_670,1,NA,NA,NA,T,air@surface
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPD6d96dc7c,measured,waterContent,NA,NA,waterContent,waterContent,1,percent,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPDe759ea6b,measured,N,N,NA,N,N,1,percent,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPDf7751317,measured,C,C,NA,C,C,1,percent,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPD0e900372,measured,C_N,NA,NA,C/N,C/N,1,NA,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,PAGES2kv2,lake sediment,LakeSediment,LPD0b6c7700,measured,BSi,BSi,NA,BSi,BSi,1,percent,NA,NA,NA,NA
Aus-PinkPine.Duncan.2010.lpd,PAGES2kv2,tree,Wood,Aus_062,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Aus-StewartIsland.DArrigo.1996.lpd,PAGES2kv2,tree,Wood,Aus_067,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Aus-TakapariCedar.Xiong.2000.lpd,PAGES2kv2,tree,Wood,Aus_071,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Eur-CentralandEasternPyrenees.Pla.2004.lpd,PAGES2kv2,lake sediment,LakeSediment,Eur_023,measured,sampleID,NA,NA,NA,sampleID,3,NA,NA,NA,NA,NA
Eur-EasternCarpathianMountains.Popa.2008.lpd,PAGES2kv2,tree,Wood,Eur_016,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Eur-EuropeanAlps.Bntgen.2011.lpd,PAGES2kv2,tree,Wood,Eur_017,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Eur-Ltschental.Bntgen.2006.lpd,PAGES2kv2,tree,Wood,Eur_018,measured,MXD,MXD,NA,MXD,MXD,1,NA,NA,NA,T,air@surface
Eur-MaritimeFrenchAlps.Bntgen.2012.lpd,PAGES2kv2,tree,Wood,Eur_019,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Eur-NorthernScandinavia.Esper.2012.lpd,PAGES2kv2,tree,Wood,Eur_014,measured,MXD,MXD,NA,MXD,MXD,1,NA,NA,NA,T,air@surface
Eur-NorthernSpain.Martn-Chivelet.2011.lpd,PAGES2kv2,speleothem,Speleothem,Eur_008,measured,d18O,d18O,NA,d18O,d18O,1,permil,NA,NA,T,air@condensationLevel
Eur-RAPiD-17-5P.Moffa-Sanchez.2014.lpd,PAGES2kv2,marine sediment,MarineSediment,Eur_009,measured,d18O,d18O,NA,d18O,d18O,1,permil,NA,NA,T,air@condensationLevel
Eur-SpanishPyrenees.Dorado-Linan.2012.lpd,PAGES2kv2,tree,Wood,Eur_020,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
Eur-SpannagelCave.Mangini.2005.lpd,PAGES2kv2,speleothem,Speleothem,Eur_001,measured,d18O,d18O,NA,d18O,d18O,1,permil,NA,NA,T,air@condensationLevel
Eur-Tallinn.Tarand.2001.lpd,PAGES2kv2,documents,Documents,Eur_027,measured,JulianDay,JulianDay,NA,NA,JulianDay,2,days,NA,NA,NA,NA
Eur-TatraMountains.Bntgen.2013.lpd,PAGES2kv2,tree,Wood,Eur_015,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_229,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_230,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_231,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_232,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_233,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_234,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_235,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_236,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_237,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_238,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_239,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_240,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_241,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_242,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_243,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_244,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_245,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_246,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_247,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_248,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_249,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_250,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_251,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,PAGES2kv2,tree,Wood,NAm_252,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2377,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2378,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2379,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2380,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2381,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2382,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2383,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2384,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2385,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2386,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2387,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,PAGES2kv2,tree,Wood,NAm_2388,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1345,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1346,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1347,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1348,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1349,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1350,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1351,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1352,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1353,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1354,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1355,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_1356,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1453,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1454,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1455,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1456,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1457,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1458,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1459,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1460,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1461,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1462,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1463,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1464,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2065,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2066,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2067,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2068,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2069,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2070,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2071,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2072,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2073,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2074,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2075,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,PAGES2kv2,tree,Wood,NAm_2076,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2785,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2786,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2787,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2788,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2789,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2790,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2791,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2792,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2793,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2794,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2795,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,PAGES2kv2,tree,Wood,NAm_2796,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3109,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3110,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3111,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3112,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3113,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3114,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3115,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3116,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3117,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3118,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3119,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,PAGES2kv2,tree,Wood,NAm_3120,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1153,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1154,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1155,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1156,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1157,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1158,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1159,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1160,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1161,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1162,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1163,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,PAGES2kv2,tree,Wood,NAm_1164,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2089,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2090,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2091,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2092,measured,trsgi,Trsgi,NA,trsgi,Trsgi,1,NA,NA,NA,T,air@surface
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2093,measured,residual,Residual,NA,NA,Residual,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2094,measured,ARS,ARS,NA,NA,ARS,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2095,measured,corrs,Corrs,NA,NA,Corrs,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2096,measured,RBar,RBar,NA,NA,RBar,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2097,measured,SD,NA,NA,NA,SD,3,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2098,measured,SE,NA,NA,NA,SE,3,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2099,measured,EPS,EPS,NA,NA,EPS,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,PAGES2kv2,tree,Wood,NAm_2100,measured,core,Core,NA,NA,Core,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,PAGES2kv2,tree,Wood,NAm_1837,measured,sampleCount,NA,NA,sampleCount,sampleCount,1,count,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,PAGES2kv2,tree,Wood,NAm_1838,measured,segment,Segment,NA,NA,Segment,2,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,PAGES2kv2,tree,Wood,NAm_1839,measured,ringWidth,NA,NA,ringWidth,ringWidth,1,cm,NA,NA,NA,NA
