dataset name,compilation name,archiveType,predicted archiveType,TSid,variableType,variableName,predicted Inf Var Type,remainder(variableName),inferred Var Type,final Inf Var Type,inf Var from,units,interpretation/variable,interpretation/variableDetail
MinnetonkaCave.Lundeen.2013.lpd,Temp12k1_0_1,Speleothem,Speleothem,WEB06fa3cf0,inferred,age,Age,NA,age,age,1,BP,NA,NA
MinnetonkaCave.Lundeen.2013.lpd,Temp12k1_0_1,Speleothem,Speleothem,GH250fcb25,NA,d18O,D18O,NA,NA,D18O,2,permil,T,air@surface
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,RLkJbExjB0t,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,RqhFDuhPy3D,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,RAhrMVSdbiG,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,Rl7stqgkRL4,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,Rjo3neVs3tA,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,RvWQ2bFFTRO,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
MireSaviku.Sarv.1975.lpd,Temp12k1_0_1,Peat,Peat,RNpncVOKBxa,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,RQ0BeHxyNNt,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,RT1gfTbAnP6,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,RLlAR8gwb33,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,RwO7RKqNFpE,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,R4ZD9cQexvE,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,R9IyRnOeNEu,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
MittlereHellelen.Welten.1982.lpd,Temp12k1_0_1,Peat,Peat,ReTuVryIGiI,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MLake.Ritchie.1977.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L0igky43bP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MLake.Ritchie.1977.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LjxlpfoayP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
MLake.Ritchie.1977.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LwpcxxempP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MLake.Ritchie.1977.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lbyxlfr07P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MLake.Ritchie.1977.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L1es9v20zP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MLake.Ritchie.1977.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L4g91g0giP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB6b76a92a,inferred,age,Age,NA,NA,Age,2,BP,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB9af63008,inferred,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB37257e85,NA,eSEP_WMAT,NA,NA,NA,eSEP_WMAT,3,unitless,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB19e336d0,NA,upper95,NA,NA,NA,upper95,3,degC,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEBe45765fa,NA,lower95,NA,NA,NA,lower95,3,degC,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEBabc921e9,NA,PLS_C2_temp,NA,NA,NA,PLS_C2_temp,3,degC,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB42710524,NA,eSEP_PLS_C2,NA,NA,NA,eSEP_PLS_C2,3,Deg,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB7c60dccc,NA,upper95,NA,NA,NA,upper95,3,degC,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEB71284304,NA,lower95,NA,NA,NA,lower95,3,degC,NA,NA
Moanatuatua.Jara.2017.lpd,Temp12k1_0_1,Peat,Peat,WEBad410667,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Mohawk.Webb.1986.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lb63bdz0yP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Mohawk.Webb.1986.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L5c1livixP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Mohawk.Webb.1986.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ljua8y8v7P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Mohawk.Webb.1986.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Les9iz3udP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Mohawk.Webb.1986.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ln2l8gcheP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Mohawk.Webb.1986.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ll9u45oszP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
MonheganIslandMeadow.Bostwick.1978.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L5cnj75hdP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MonheganIslandMeadow.Bostwick.1978.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ljk7teahtP,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
MonheganIslandMeadow.Bostwick.1978.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Li4ocm337P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MonheganIslandMeadow.Bostwick.1978.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L8vysx7yvP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MonheganIslandMeadow.Bostwick.1978.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Ld2ou4usrP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MonheganIslandMeadow.Bostwick.1978.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L9tqeckzcP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
Moon.Grimm.1996.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LpciqfuofP,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Moon.Grimm.1996.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lksgb9fy6P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Moon.Grimm.1996.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LbakiygplP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moon.Grimm.1996.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lsys9r95jP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moon.Grimm.1996.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L7p5fn09cP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moon.Grimm.1996.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lcdhn1g1wP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,RP9hCuWGmAP,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,R8N5Byi7so0,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,RDVAxwcYqys,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,R1nNBObu5aA,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,R80Zur79Zc7,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,RnkRLMQHVCL,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
MoorAlpenrose.Weirich.1980.lpd,Temp12k1_0_1,Peat,Peat,R7rauvFO4PX,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,RxN2azzfj5c,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,RZf5RMUUJE7,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,RP0oDlQjp6n,NA,GDD5,NA,NA,NA,GDD5,3,GDD5,GDD,air@surface
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,RKNgotlYkya,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,RzyEckXGPZe,NA,temperatureComposite,NA,NA,NA,temperatureComposite,3,degC,T,air@surface
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,R4HAqt50vNY,NA,precipitation,NA,NA,NA,precipitation,3,mm,M,precip@surface
MoorimWeissenstadterForst.Hahne.1992.lpd,Temp12k1_0_1,Peat,Peat,RXVE87BcyHp,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MooseLake.Clegg.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RV4RUYNbZr2,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MooseLake.Clegg.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RHLePxbL9rI,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MooseLake.Clegg.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R57oiZlfhXn,NA,uncertainty,NA,NA,NA,uncertainty,3,NA,NA,NA
MooseLake.Clegg.2010.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R1Vx2im3vDM,NA,uncertainty,NA,NA,NA,uncertainty,3,NA,NA,NA
Moraine.Hansen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L09od4nj8P,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Moraine.Hansen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lxkfybck9P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Moraine.Hansen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2LwijmfkaeP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moraine.Hansen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L5k49n7abP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moraine.Hansen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lthi33n58P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Moraine.Hansen.1985.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L28xoo2wwP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
MountHoney.McGlone.2010.lpd,Temp12k1_0_1,Peat,Peat,NAm2kHydro249,NA,Pollen_T,NA,NA,NA,Pollen_T,3,degC,NA,NA
MountHoney.McGlone.2010.lpd,Temp12k1_0_1,Peat,Peat,RbXfIBDBWL7,inferred,year,Year,NA,year,year,1,AD,NA,NA
MountHoney.McGlone.2010.lpd,Temp12k1_0_1,Peat,Peat,RTR92ezOf7e,inferred,age,Age,NA,age,age,1,BP,NA,NA
MountHoney.McGlone.2010.lpd,Temp12k1_0_1,Peat,Peat,GH73726cce,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
MountHoney.McGlone.2010.lpd,Temp12k1_0_1,Peat,Peat,GH7cb02342,NA,SHCal04Age,Age,SHCal04,NA,Age,2,BP,NA,NA
MountHoney.McGlone.2010.lpd,Temp12k1_0_1,Peat,Peat,GH34f5565b,NA,ageUncertainty,NA,NA,NA,ageUncertainty,3,yr,NA,NA
MR003-K03-PC01.Harada.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_PC01_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MR003-K03-PC01.Harada.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_PC01_age_median,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MR003-K03-PC01.Harada.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_PC01_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
MR003-K03-PC01.Harada.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_PC01_uk37,NA,Uk37,NA,NA,NA,Uk37,3,unitless,NA,NA
MR003-K03-PC01.Harada.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_PC01_uk37_SST_from_uk37,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MR003-K03-PC01.Harada.2004.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_PC01_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
MSM05-712.Muller.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,PYTPYHHA6TR,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MSM05-712.Muller.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,PYTN1J80TD4,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MSM05-712.Muller.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,PYTU2ATKT76,NA,IP25_flux,NA,NA,NA,IP25_flux,3,Aug/cm2/ka,ICE,sea@surface
MSM055_712-2.Werner.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,LPDa0c5bf8a,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@subsurface
MSM055_712-2.Werner.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RunxW4ken4M,inferred,year,Year,NA,year,year,1,AD,NA,NA
MSM055_712-2.Werner.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,R64IYFAVPKB,inferred,age,Age,NA,age,age,1,BP,NA,NA
MSM055_723-2.Werner.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,LPD95b2b1f9,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@subsurface
MSM055_723-2.Werner.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RHCz3hPHs76,inferred,year,Year,NA,year,year,1,AD,NA,NA
MSM055_723-2.Werner.2015.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RpmhoVettDy,inferred,age,Age,NA,age,age,1,BP,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_d18o_pachyderma,NA,d18o_pachyderma,NA,NA,NA,d18o_pachyderma,3,per mil vs PDB,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_d18o_quinqueloba,NA,d18o_quinqueloba,NA,NA,NA,d18o_quinqueloba,3,per mil vs PDB,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_mgca_pachyderma,NA,mgca_pachyderma,NA,NA,NA,mgca_pachyderma,3,mmol/mol,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_mgca_pachyderma_SST_from_mgca_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_d18o_pachyderma_SST_from_d18o_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
MSM05_5_712_2.Werner.2013.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MSM05_5_712_2_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MSM343300.Ouellet-Bernier.2014.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RrIZcAUPmt5,NA,depth_merged,NA,NA,NA,depth_merged,3,m,NA,NA
MSM343300.Ouellet-Bernier.2014.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,R1t7YbzetZq,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MSM343300.Ouellet-Bernier.2014.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,RBI7CBVMMvy,inferred,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MSM343300.Ouellet-Bernier.2014.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,R0TCCue9rMw,inferred,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MSM343300.Ouellet-Bernier.2014.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,R7NCYvaRppQ,inferred,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_tex86,NA,TEX86,NA,NA,NA,TEX86,3,unitless,NA,NA
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_mgca_ruber,NA,mgca_ruber,NA,NA,NA,mgca_ruber,3,mmol/mol,NA,NA
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_tex86_SST_from_tex86,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_mgca_ruber_SST_from_mgca_ruber,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
MV1014_09MC.Hertzberg.2016.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV1014_09MC_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_age_median,NA,ageDuplicate,NA,NA,NA,ageDuplicate,3,cal years BP,NA,NA
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_mgca_bulloides,NA,mgca_bulloides,NA,NA,NA,mgca_bulloides,3,mmol/mol,NA,NA
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_mgca_bulloides_SST_from_mgca_bulloides,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,sea@surface
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
MV99_PC14.Marchitto.2010.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_MV99_PC14_age,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Myrtle.Janssen.1968.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lmboomtw3P,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Myrtle.Janssen.1968.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L8dynjz35P,NA,age,Age,NA,NA,Age,2,yr 14C BP,NA,NA
Myrtle.Janssen.1968.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lhx2fpxbnP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Myrtle.Janssen.1968.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lbxbdp2r2P,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Myrtle.Janssen.1968.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2Lryhea56aP,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Myrtle.Janssen.1968.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,M2L955k1lpfP,NA,precipitation,NA,NA,NA,precipitation,3,mm,P,@surface
Myrvatn.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTW79WEWKO,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Myrvatn.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT85AAD5J7,NA,age,Age,NA,NA,Age,2,BP,NA,NA
Myrvatn.Seppa.2009.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTG8DTT9X6,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,Ri7NOTlZx0F,NA,depth,NA,NA,NA,depth,3,m,NA,NA
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_NA87_22_depth,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_NA87_22_age_median,NA,age,Age,NA,NA,Age,2,cal years BP,NA,NA
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_NA87_22_age_original,NA,ageOriginal,NA,NA,NA,ageOriginal,3,BP,NA,NA
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_NA87_22_d18o_pachyderma,NA,d18o_pachyderma,NA,NA,NA,d18o_pachyderma,3,permil,NA,NA
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_NA87_22_d18o_pachyderma_SST_from_d18o_pachyderma,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,NA
NA87_22.Duplessy.1992.lpd,Temp12k1_0_1,MarineSediment,MarineSediment,T2L_NA87_22_age_medianMedianBacon,NA,ageMedianBacon,NA,NA,NA,ageMedianBacon,3,cal years BP,NA,NA
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R2egnVy94iu,NA,OriginalSampleID,NA,NA,NA,OriginalSampleID,3,NA,NA,NA
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RnCCC9OCASC,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RMnSQbHbIAY,NA,age,Age,NA,NA,Age,2,Calibrated,NA,NA
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R2iEguO3VtJ,NA,temperature,Temperature,NA,NA,Temperature,2,degC,T,air@surface
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,R2LRZddbCfU,NA,uncertaintyHigh,NA,NA,NA,uncertaintyHigh,3,NA,NA,NA
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RWzqrBoW7xl,NA,uncertaintyLow,NA,NA,NA,uncertaintyLow,3,NA,NA,NA
Nalengcuo.Opitz.2015.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,RRKv1O4nBu3,NA,ReliabIeYN1,NA,NA,NA,ReliabIeYN1,3,NA,NA,NA
Naujg1.Willemse.1999.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYT6QKMWCQT,NA,depth,NA,NA,NA,depth,3,cm,NA,NA
Naujg1.Willemse.1999.lpd,Temp12k1_0_1,LakeSediment,LakeSediment,PYTFVFDAG26,NA,age,Age,NA,NA,Age,2,BP,NA,NA
